Codi_Dimensio,Desc_Dimensio,Codi_Valor,Desc_Valor_CA,Desc_Valor_ES,Desc_Valor_EN
33,PAIS_MOV,154,Nigèria,Nigeria,Nigeria
33,PAIS_MOV,155,Niue,Niue,Niue
33,PAIS_MOV,156,Noruega,Noruega,Norway
33,PAIS_MOV,157,Nova Caledònia,Nueva Caledonia,New Caledonia
33,PAIS_MOV,158,Nova Zelanda,Nueva Zelanda,New Zealand
33,PAIS_MOV,159,Oman,Omán,Oman
33,PAIS_MOV,160,Països Baixos,Países Bajos,Netherlands
33,PAIS_MOV,161,Pakistan,Pakistán,Pakistan
33,PAIS_MOV,162,Palau,Palaos,Palau
33,PAIS_MOV,163,Palestina,"Palestina. Estado Observador, no miembro de Naciones Unidas",Palestine
33,PAIS_MOV,164,Panamà,Panamá,Panama
33,PAIS_MOV,165,Papua Nova Guinea,Papúa Nueva Guinea,Papua New Guinea
33,PAIS_MOV,166,Paraguai,Paraguay,Paraguay
33,PAIS_MOV,167,Perú,Perú,Peru
33,PAIS_MOV,168,Pitcairn,Islas Pitcairn,Pitcairn Islands
33,PAIS_MOV,169,Polinèsia Francesa,Polinesia Francesa,French Polynesia
33,PAIS_MOV,170,Polònia,Polonia,Poland
33,PAIS_MOV,171,Portugal,Portugal,Portugal
33,PAIS_MOV,172,Puerto Rico,Puerto Rico,Puerto Rico
33,PAIS_MOV,173,Qatar,Qatar,Qatar
33,PAIS_MOV,174,Regne Unit,Reino Unido,United Kingdom
33,PAIS_MOV,175,República Centreafricana,República Centroafricana,Central African Republic
33,PAIS_MOV,176,República Democràtica del Congo,República Democrática del Congo,DR Congo
33,PAIS_MOV,177,República Dominicana,República Dominicana,Dominican Republic
33,PAIS_MOV,178,"Reunió, la",Reunión,Réunion
33,PAIS_MOV,179,Romania,Rumanía,Romania
33,PAIS_MOV,180,Ruanda,Ruanda,Rwanda
33,PAIS_MOV,181,Rússia,Rusia,Russia
33,PAIS_MOV,182,Sàhara Occidental,Sahara Occidental,Western Sahara
33,PAIS_MOV,183,"Saint Helena, Ascenció i Tristan da Cunha",Santa Helena,Saint Helena
33,PAIS_MOV,184,Saint Kitts i Nevis,San Cristóbal y Nieves,St Kitts and Nevis
33,PAIS_MOV,185,Saint Lucia,Santa Lucía,Saint Lucia
33,PAIS_MOV,186,Saint Vincent i les Grenadines,San Vicente y las Granadinas,St Vincent and Grenadines
33,PAIS_MOV,187,Saint-Barthélemy,San Bartolomé,Saint Barthélemy
33,PAIS_MOV,188,Saint-Martin,San Martín (parte francesa),Saint Martin
33,PAIS_MOV,189,Saint-Pierre-et-Miquelon,San Pedro y Miquelón,Saint Pierre and Miquelon
33,PAIS_MOV,190,Samoa,Samoa,Samoa
33,PAIS_MOV,191,Samoa Americana,Samoa Americana,American Samoa
33,PAIS_MOV,192,San Marino,San Marino,San Marino
33,PAIS_MOV,193,Santa Seu,Santa sede,Vatican City
33,PAIS_MOV,194,São Tomé i Príncipe,Santo tomé y Príncipe,São Tomé and Príncipe
33,PAIS_MOV,195,Senegal,Senegal,Senegal
33,PAIS_MOV,196,Sèrbia,Serbia,Serbia
33,PAIS_MOV,197,Seychelles,Seychelles,Seychelles
33,PAIS_MOV,198,Sierra Leone,Sierra leona,Sierra Leone
33,PAIS_MOV,199,Singapur,Singapur,Singapore
33,PAIS_MOV,200,Síria,Siria,Syria
33,PAIS_MOV,201,Somàlia,Somalia,Somalia
33,PAIS_MOV,202,Sri Lanka,Sri Lanka,Sri Lanka
33,PAIS_MOV,203,Sud-àfrica,Sudáfrica,South Africa
33,PAIS_MOV,204,"Sudan del Sud, el",Sudán del Sur,South Sudan
33,PAIS_MOV,205,"Sudan, el",Sudán,Sudan
33,PAIS_MOV,206,Suècia,Suecia,Sweden
33,PAIS_MOV,207,Suïssa,Suiza,Switzerland
33,PAIS_MOV,208,Surinam,Surinam,Suriname
33,PAIS_MOV,209,Svalbard i Jan Mayen,Svalbard y Jan Mayen,Svalbard and Jan Mayen
33,PAIS_MOV,210,Tadjikistan,Tayikistán,Tajikistan
33,PAIS_MOV,211,Tailàndia,Tailandia,Thailand
33,PAIS_MOV,212,"Taiwan,Xina",Taiwán,Taiwan
33,PAIS_MOV,213,Tanzània,Tanzania,Tanzania
33,PAIS_MOV,214,Timor-Leste,Timor Oriental,Timor-Leste
33,PAIS_MOV,215,Togo,Togo,Togo
33,PAIS_MOV,216,Tokelau,Tokelau,Tokelau
33,PAIS_MOV,217,Tonga,Tonga,Tonga
33,PAIS_MOV,218,Trinidad i Tobago,Trinidad y Tobago,Trinidad and Tobago
33,PAIS_MOV,219,Tunísia,Túnez,Tunisia
33,PAIS_MOV,220,Turkmenistan,Turkmenistán,Turkmenistan
33,PAIS_MOV,221,Turquia,Turquía,Turkey
33,PAIS_MOV,222,Tuvalu,Tuvalu,Tuvalu
33,PAIS_MOV,223,Txad,Chad,Chad
33,PAIS_MOV,224,Txèquia,República Checa,Czechia
33,PAIS_MOV,225,Ucraïna,Ucrania,Ukraine
33,PAIS_MOV,226,Uganda,Uganda,Uganda
33,PAIS_MOV,227,Uruguai,Uruguay,Uruguay
33,PAIS_MOV,228,Uzbekistan,Uzbekistán,Uzbekistan
33,PAIS_MOV,229,Vanuatu,Vanuatu,Vanuatu
33,PAIS_MOV,230,Veneçuela,Venezuela,Venezuela
33,PAIS_MOV,231,Vietnam,Vietnam,Vietnam
33,PAIS_MOV,232,Wallis i Futuna,Wallis y Fortuna,Wallis and Futuna
33,PAIS_MOV,233,Xile,Chile,Chile
33,PAIS_MOV,234,Xina,China,China
33,PAIS_MOV,235,Xipre,Chipre,Cyprus
33,PAIS_MOV,236,Zàmbia,Zambia,Zambia
33,PAIS_MOV,237,Zimbàbue,Zimbabwe,Zimbabwe
33,PAIS_MOV,999,No consta,No consta,Not available
34,CONTINENT_MOV,1,Àfrica,África,Africa
34,CONTINENT_MOV,2,Amèrica,América,Americas
34,CONTINENT_MOV,3,Àsia,Asia,Asia
34,CONTINENT_MOV,4,Europa,Europa,Europe
34,CONTINENT_MOV,5,Oceania,Oceania,Oceania
34,CONTINENT_MOV,999,No consta,No consta,Not available
35,CODI_DISTRICTE_DEST,3,Sants-Montjuïc,Sants-Montjuïc,Sants-Montjuïc
35,CODI_DISTRICTE_DEST,5,Sarrià-Sant Gervasi,Sarrià-Sant Gervasi,Sarrià-Sant Gervasi
35,CODI_DISTRICTE_DEST,1,Ciutat Vella,Ciutat Vella,Ciutat Vella
35,CODI_DISTRICTE_DEST,2,Eixample,Eixample,Eixample
35,CODI_DISTRICTE_DEST,4,Les Corts,Les Corts,Les Corts
35,CODI_DISTRICTE_DEST,6,Gràcia,Gràcia,Gràcia
35,CODI_DISTRICTE_DEST,7,Horta-Guinardó,Horta-Guinardó,Horta-Guinardó
35,CODI_DISTRICTE_DEST,8,Nou Barris,Nou Barris,Nou Barris
35,CODI_DISTRICTE_DEST,9,Sant Andreu,Sant Andreu,Sant Andreu
35,CODI_DISTRICTE_DEST,10,Sant Martí,Sant Martí,Sant Martí
36,CODI_BARRI_DEST,4,"Sant Pere, Santa Caterina i la Ribera","Sant Pere, Santa Caterina i la Ribera","Sant Pere, Santa Caterina i la Ribera"
36,CODI_BARRI_DEST,5,el Fort Pienc,el Fort Pienc,el Fort Pienc
36,CODI_BARRI_DEST,6,la Sagrada Família,la Sagrada Família,la Sagrada Família
36,CODI_BARRI_DEST,7,la Dreta de l'Eixample,la Dreta de l'Eixample,la Dreta de l'Eixample
36,CODI_BARRI_DEST,27,el Putxet i el Farró,el Putxet i el Farró,el Putxet i el Farró
36,CODI_BARRI_DEST,8,l'Antiga Esquerra de l'Eixample,l'Antiga Esquerra de l'Eixample,l'Antiga Esquerra de l'Eixample
36,CODI_BARRI_DEST,9,la Nova Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,la Nova Esquerra de l'Eixample
36,CODI_BARRI_DEST,10,Sant Antoni,Sant Antoni,Sant Antoni
36,CODI_BARRI_DEST,11,el Poble-sec,el Poble-sec,el Poble-sec
36,CODI_BARRI_DEST,13,la Marina de Port,la Marina de Port,la Marina de Port
36,CODI_BARRI_DEST,31,la Vila de Gràcia,la Vila de Gràcia,la Vila de Gràcia
36,CODI_BARRI_DEST,32,el Camp d'en Grassot i Gràcia Nova,el Camp d'en Grassot i Gràcia Nova,el Camp d'en Grassot i Gràcia Nova
36,CODI_BARRI_DEST,33,el Baix Guinardó,el Baix Guinardó,el Baix Guinardó
36,CODI_BARRI_DEST,35,el Guinardó,el Guinardó,el Guinardó
36,CODI_BARRI_DEST,34,Can Baró,Can Baró,Can Baró
36,CODI_BARRI_DEST,37,el Carmel,el Carmel,el Carmel
36,CODI_BARRI_DEST,41,la Vall d'Hebron,la Vall d'Hebron,la Vall d'Hebron
36,CODI_BARRI_DEST,14,la Font de la Guatlla,la Font de la Guatlla,la Font de la Guatlla
36,CODI_BARRI_DEST,29,el Coll,el Coll,el Coll
36,CODI_BARRI_DEST,30,la Salut,la Salut,la Salut
36,CODI_BARRI_DEST,1,el Raval,el Raval,el Raval
36,CODI_BARRI_DEST,2,el Barri Gòtic,el Barri Gòtic,el Barri Gòtic
36,CODI_BARRI_DEST,3,la Barceloneta,la Barceloneta,la Barceloneta
36,CODI_BARRI_DEST,36,la Font d'en Fargues,la Font d'en Fargues,la Font d'en Fargues
36,CODI_BARRI_DEST,24,les Tres Torres,les Tres Torres,les Tres Torres
36,CODI_BARRI_DEST,25,Sant Gervasi - la Bonanova,Sant Gervasi - la Bonanova,Sant Gervasi - la Bonanova
36,CODI_BARRI_DEST,26,Sant Gervasi - Galvany,Sant Gervasi - Galvany,Sant Gervasi - Galvany
36,CODI_BARRI_DEST,28,Vallcarca i els Penitents,Vallcarca i els Penitents,Vallcarca i els Penitents
36,CODI_BARRI_DEST,60,Sant Andreu,Sant Andreu,Sant Andreu
36,CODI_BARRI_DEST,61,la Sagrera,la Sagrera,la Sagrera
36,CODI_BARRI_DEST,62,el Congrés i els Indians,el Congrés i els Indians,el Congrés i els Indians
36,CODI_BARRI_DEST,63,Navas,Navas,Navas
36,CODI_BARRI_DEST,64,el Camp de l'Arpa del Clot,el Camp de l'Arpa del Clot,el Camp de l'Arpa del Clot
36,CODI_BARRI_DEST,65,el Clot,el Clot,el Clot
36,CODI_BARRI_DEST,66,el Parc i la Llacuna del Poblenou,el Parc i la Llacuna del Poblenou,el Parc i la Llacuna del Poblenou
36,CODI_BARRI_DEST,67,la Vila Olímpica del Poblenou,la Vila Olímpica del Poblenou,la Vila Olímpica del Poblenou
36,CODI_BARRI_DEST,68,el Poblenou,el Poblenou,el Poblenou
36,CODI_BARRI_DEST,69,Diagonal Mar i el Front Marítim del Poblenou,Diagonal Mar i el Front Marítim del Poblenou,Diagonal Mar i el Front Marítim del Poblenou
36,CODI_BARRI_DEST,70,el Besòs i el Maresme,el Besòs i el Maresme,el Besòs i el Maresme
36,CODI_BARRI_DEST,71,Provençals del Poblenou,Provençals del Poblenou,Provençals del Poblenou
36,CODI_BARRI_DEST,72,Sant Martí de Provençals,Sant Martí de Provençals,Sant Martí de Provençals
36,CODI_BARRI_DEST,38,la Teixonera,la Teixonera,la Teixonera
36,CODI_BARRI_DEST,39,Sant Genís dels Agudells,Sant Genís dels Agudells,Sant Genís dels Agudells
36,CODI_BARRI_DEST,40,Montbau,Montbau,Montbau
36,CODI_BARRI_DEST,42,la Clota,la Clota,la Clota
36,CODI_BARRI_DEST,43,Horta,Horta,Horta
36,CODI_BARRI_DEST,44,Vilapicina i la Torre Llobeta,Vilapicina i la Torre Llobeta,Vilapicina i la Torre Llobeta
36,CODI_BARRI_DEST,45,Porta,Porta,Porta
36,CODI_BARRI_DEST,46,el Turó de la Peira,el Turó de la Peira,el Turó de la Peira
36,CODI_BARRI_DEST,15,Hostafrancs,Hostafrancs,Hostafrancs
36,CODI_BARRI_DEST,16,la Bordeta,la Bordeta,la Bordeta
36,CODI_BARRI_DEST,17,Sants - Badal,Sants - Badal,Sants - Badal
36,CODI_BARRI_DEST,18,Sants,Sants,Sants
36,CODI_BARRI_DEST,19,les Corts,les Corts,les Corts
36,CODI_BARRI_DEST,20,la Maternitat i Sant Ramon,la Maternitat i Sant Ramon,la Maternitat i Sant Ramon
36,CODI_BARRI_DEST,21,Pedralbes,Pedralbes,Pedralbes
36,CODI_BARRI_DEST,23,Sarrià,Sarrià,Sarrià
36,CODI_BARRI_DEST,56,Vallbona,Vallbona,Vallbona
36,CODI_BARRI_DEST,57,la Trinitat Vella,la Trinitat Vella,la Trinitat Vella
36,CODI_BARRI_DEST,58,Baró de Viver,Baró de Viver,Baró de Viver
36,CODI_BARRI_DEST,59,el Bon Pastor,el Bon Pastor,el Bon Pastor
36,CODI_BARRI_DEST,22,"Vallvidrera, el Tibidabo i les Planes","Vallvidrera, el Tibidabo i les Planes","Vallvidrera, el Tibidabo i les Planes"
36,CODI_BARRI_DEST,12,la Marina del Prat Vermell,la Marina del Prat Vermell,la Marina del Prat Vermell
36,CODI_BARRI_DEST,49,Canyelles,Canyelles,Canyelles
36,CODI_BARRI_DEST,73,la Verneda i la Pau,la Verneda i la Pau,la Verneda i la Pau
36,CODI_BARRI_DEST,47,Can Peguera,Can Peguera,Can Peguera
36,CODI_BARRI_DEST,48,la Guineueta,la Guineueta,la Guineueta
36,CODI_BARRI_DEST,51,Verdun,Verdun,Verdun
36,CODI_BARRI_DEST,52,la Prosperitat,la Prosperitat,la Prosperitat
36,CODI_BARRI_DEST,50,les Roquetes,les Roquetes,les Roquetes
36,CODI_BARRI_DEST,53,la Trinitat Nova,la Trinitat Nova,la Trinitat Nova
36,CODI_BARRI_DEST,54,Torre Baró,Torre Baró,Torre Baró
36,CODI_BARRI_DEST,55,Ciutat Meridiana,Ciutat Meridiana,Ciutat Meridiana
37,NACIONALITAT_INI,1,Equador,Ecuador,Ecuador
37,NACIONALITAT_INI,2,Perú,Perú,Peru
37,NACIONALITAT_INI,3,Colòmbia,Colombia,Colombia
37,NACIONALITAT_INI,4,República Dominicana,República Dominicana,Dominican Republic
37,NACIONALITAT_INI,5,Bolívia,Bolivia,Bolivia
37,NACIONALITAT_INI,6,Argentina,Argentina,Argentina
37,NACIONALITAT_INI,7,Pakistan,Pakistán,Pakistan
37,NACIONALITAT_INI,8,"Marroc, el",Marruecos,Morocco
37,NACIONALITAT_INI,9,Filipines,Filipinas,Philippines
37,NACIONALITAT_INI,10,Veneçuela,Venezuela,Venezuela
37,NACIONALITAT_INI,11,Brasil,Brasil,Brazil
37,NACIONALITAT_INI,12,Hondures,Honduras,Honduras
37,NACIONALITAT_INI,13,Cuba,Cuba,Cuba
37,NACIONALITAT_INI,14,Espanya,España,Spain
37,NACIONALITAT_INI,15,Xile,Chile,Chile
37,NACIONALITAT_INI,16,Mèxic,México,Mexico
37,NACIONALITAT_INI,17,Paraguai,Paraguay,Paraguay
37,NACIONALITAT_INI,18,Uruguai,Uruguay,Uruguay
37,NACIONALITAT_INI,19,Bangladesh,Bangladesh,Bangladesh
37,NACIONALITAT_INI,20,Índia,India,India
37,NACIONALITAT_INI,21,Itàlia,Italia,Italy
37,NACIONALITAT_INI,22,Rússia,Rusia,Russia
37,NACIONALITAT_INI,23,Xina,China,China
37,NACIONALITAT_INI,24,"Estats Units, els","Estados Unidos, Los",United States
37,NACIONALITAT_INI,25,El Salvador,El Salvador,El Salvador
37,NACIONALITAT_INI,27,Ucraïna,Ucrania,Ukraine
37,NACIONALITAT_INI,28,França,Francia,France
37,NACIONALITAT_INI,29,Algèria,Argelia,Algeria
37,NACIONALITAT_INI,30,Regne Unit,Reino Unido,United Kingdom
37,NACIONALITAT_INI,31,Armènia,Armenia,Armenia
37,NACIONALITAT_INI,32,Guinea,Guinea,Guinea
37,NACIONALITAT_INI,33,Romania,Rumanía,Romania
37,NACIONALITAT_INI,34,Nicaragua,Nicaragua,Nicaragua
37,NACIONALITAT_INI,35,Guatemala,Guatemala,Guatemala
37,NACIONALITAT_INI,36,Portugal,Portugal,Portugal
37,NACIONALITAT_INI,37,Nigèria,Nigeria,Nigeria
37,NACIONALITAT_INI,38,Senegal,Senegal,Senegal
37,NACIONALITAT_INI,39,Israel,Israel,Israel
37,NACIONALITAT_INI,40,Síria,Siria,Syria
37,NACIONALITAT_INI,41,Alemanya,Alemania,Germany
37,NACIONALITAT_INI,42,Geòrgia,Georgia,Georgia
37,NACIONALITAT_INI,44,Nepal,Nepal,Nepal
37,NACIONALITAT_INI,45,Andorra,Andorra,Andorra
37,NACIONALITAT_INI,46,Líban,Líbano,Lebanon
37,NACIONALITAT_INI,47,Moldàvia,Moldavia,Moldova
37,NACIONALITAT_INI,48,Turquia,Turquía,Turkey
37,NACIONALITAT_INI,49,Iran,Irán,Iran
37,NACIONALITAT_INI,50,Costa Rica,Costa rica,Costa Rica
37,NACIONALITAT_INI,51,Suïssa,Suiza,Switzerland
37,NACIONALITAT_INI,52,Polònia,Polonia,Poland
37,NACIONALITAT_INI,53,Canadà,Canadá,Canada
37,NACIONALITAT_INI,54,Egipte,Egipto,Egypt
37,NACIONALITAT_INI,55,Panamà,Panamá,Panama
37,NACIONALITAT_INI,56,Ghana,Ghana,Ghana
37,NACIONALITAT_INI,57,Sèrbia,Serbia,Serbia
37,NACIONALITAT_INI,58,Bulgària,Bulgaria,Bulgaria
37,NACIONALITAT_INI,59,Guinea Equatorial,Guinea Ecuatorial,Equatorial Guinea
37,NACIONALITAT_INI,60,Països Baixos,Países Bajos,Netherlands
37,NACIONALITAT_INI,61,Belarús,Belarús,Belarus
37,NACIONALITAT_INI,62,Jordània,Jordania,Jordan
37,NACIONALITAT_INI,63,Camerun,Camerún,Cameroon
37,NACIONALITAT_INI,64,Tunísia,Túnez,Tunisia
37,NACIONALITAT_INI,65,Albània,Albania,Albania
37,NACIONALITAT_INI,66,Gàmbia,Gambia,Gambia
37,NACIONALITAT_INI,67,Bèlgica,Bélgica,Belgium
37,NACIONALITAT_INI,68,Irlanda,Irlanda,Ireland
37,NACIONALITAT_INI,69,Etiòpia,Etiopía,Ethiopia
37,NACIONALITAT_INI,70,Austràlia,Australia,Australia
37,NACIONALITAT_INI,72,Corea del Sud,Corea,South Korea
37,NACIONALITAT_INI,73,Mali,Mali,Mali
37,NACIONALITAT_INI,74,Grècia,Grecia,Greece
37,NACIONALITAT_INI,75,Dominica,Dominica,Dominica
37,NACIONALITAT_INI,76,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau
37,NACIONALITAT_INI,78,"Iraq, l'",Iraq,Iraq
37,NACIONALITAT_INI,79,Hongria,Hungría,Hungary
37,NACIONALITAT_INI,80,Suècia,Suecia,Sweden
37,NACIONALITAT_INI,81,Croàcia,Croacia,Croatia
37,NACIONALITAT_INI,82,Japó,Japón,Japan
37,NACIONALITAT_INI,83,Kazakhstan,Kazajstán,Kazakhstan
37,NACIONALITAT_INI,84,Sierra Leone,Sierra leona,Sierra Leone
37,NACIONALITAT_INI,85,Bòsnia i Hercegovina,Bosnia y Herzegovina,Bosnia and Herzegovina
37,NACIONALITAT_INI,86,Àustria,Austria,Austria
37,NACIONALITAT_INI,87,Corea del Nord,Corea del Norte,North Korea
37,NACIONALITAT_INI,88,Haití,Haití,Haiti
37,NACIONALITAT_INI,89,Azerbaidjan,Azerbaiyán,Azerbaijan
37,NACIONALITAT_INI,90,Sud-àfrica,Sudáfrica,South Africa
37,NACIONALITAT_INI,91,Montenegro,Montenegro,Montenegro
37,NACIONALITAT_INI,92,Vietnam,Vietnam,Vietnam
37,NACIONALITAT_INI,93,Txèquia,República Checa,Czechia
37,NACIONALITAT_INI,94,Macedònia,Macedonia,North Macedonia
37,NACIONALITAT_INI,95,Mauritània,Mauritania,Mauritania
37,NACIONALITAT_INI,96,Líbia,Libia,Libya
37,NACIONALITAT_INI,97,Lituània,Lituania,Lithuania
37,NACIONALITAT_INI,98,Eslovàquia,República Eslovaca,Slovakia
37,NACIONALITAT_INI,99,Costa d'Ivori,Costa de marfil,Ivory Coast
37,NACIONALITAT_INI,100,"Sudan, el",Sudán,Sudan
37,NACIONALITAT_INI,101,Dinamarca,Dinamarca,Denmark
37,NACIONALITAT_INI,102,Tailàndia,Tailandia,Thailand
37,NACIONALITAT_INI,103,Letònia,Letonia,Latvia
37,NACIONALITAT_INI,104,Aràbia Saudí,Arabia Saudí,Saudi Arabia
37,NACIONALITAT_INI,105,Afganistan,Afganistán,Afghanistan
37,NACIONALITAT_INI,106,Uzbekistan,Uzbekistán,Uzbekistan
37,NACIONALITAT_INI,107,Congo,Congo,Congo Republic
37,NACIONALITAT_INI,108,Palestina,"Palestina. Estado Observador, no miembro de Naciones Unidas",Palestine
37,NACIONALITAT_INI,109,Nova Zelanda,Nueva Zelanda,New Zealand
37,NACIONALITAT_INI,110,Kenya,Kenia,Kenya
37,NACIONALITAT_INI,111,Eslovènia,Eslovenia,Slovenia
37,NACIONALITAT_INI,112,Angola,Angola,Angola
37,NACIONALITAT_INI,113,Finlàndia,Finlandia,Finland
37,NACIONALITAT_INI,114,Moçambic,Mozambique,Mozambique
37,NACIONALITAT_INI,115,Cap Verd,Cabo Verde,Cabo Verde
37,NACIONALITAT_INI,116,Burkina Faso,Burkina Faso,Burkina Faso
37,NACIONALITAT_INI,117,Noruega,Noruega,Norway
37,NACIONALITAT_INI,118,Togo,Togo,Togo
37,NACIONALITAT_INI,119,Benín,Benin,Benin
37,NACIONALITAT_INI,120,Níger,Níger,Niger
37,NACIONALITAT_INI,121,Somàlia,Somalia,Somalia
37,NACIONALITAT_INI,122,República Democràtica del Congo,República Democrática del Congo,DR Congo
37,NACIONALITAT_INI,123,Libèria,Liberia,Liberia
37,NACIONALITAT_INI,124,Kirguizstan,Kirguistán,Kyrgyzstan
37,NACIONALITAT_INI,125,Xipre,Chipre,Cyprus
37,NACIONALITAT_INI,126,Estònia,Estonia,Estonia
37,NACIONALITAT_INI,129,Malàisia,Malasia,Malaysia
37,NACIONALITAT_INI,131,Sri Lanka,Sri Lanka,Sri Lanka
37,NACIONALITAT_INI,132,Indonèsia,Indonesia,Indonesia
37,NACIONALITAT_INI,133,"Emirats Àrabs Units, els",Emiratos Árabes Unidos,United Arab Emirates
37,NACIONALITAT_INI,134,Zimbàbue,Zimbabwe,Zimbabwe
37,NACIONALITAT_INI,135,Maurici,Mauricio,Mauritius
37,NACIONALITAT_INI,136,Cambodja,Camboya,Cambodia
37,NACIONALITAT_INI,137,Mongòlia,Mongolia,Mongolia
37,NACIONALITAT_INI,138,Tanzània,Tanzania,Tanzania
37,NACIONALITAT_INI,139,Gabon,Gabón,Gabon
37,NACIONALITAT_INI,141,Madagascar,Madagascar,Madagascar
37,NACIONALITAT_INI,142,Ruanda,Ruanda,Rwanda
37,NACIONALITAT_INI,143,Luxemburg,Luxemburgo,Luxembourg
37,NACIONALITAT_INI,144,Uganda,Uganda,Uganda
37,NACIONALITAT_INI,145,Antigua i Barbuda,Antigua y barbuda,Antigua and Barbuda
37,NACIONALITAT_INI,146,Myanmar,Myanmar,Myanmar
37,NACIONALITAT_INI,147,São Tomé i Príncipe,Santo tomé y Príncipe,São Tomé and Príncipe
37,NACIONALITAT_INI,149,Singapur,Singapur,Singapore
37,NACIONALITAT_INI,150,Txad,Chad,Chad
37,NACIONALITAT_INI,151,Qatar,Qatar,Qatar
37,NACIONALITAT_INI,152,Burundi,Burundi,Burundi
37,NACIONALITAT_INI,153,Malta,Malta,Malta
37,NACIONALITAT_INI,154,Guyana,Guyana,Guyana
37,NACIONALITAT_INI,156,Zàmbia,Zambia,Zambia
37,NACIONALITAT_INI,158,Islàndia,Islandia,Iceland
37,NACIONALITAT_INI,159,Tadjikistan,Tayikistán,Tajikistan
37,NACIONALITAT_INI,161,República Centreafricana,República Centroafricana,Central African Republic
37,NACIONALITAT_INI,162,Malawi,Malawi,Malawi
37,NACIONALITAT_INI,164,San Marino,San Marino,San Marino
37,NACIONALITAT_INI,166,Lao,Laos,Laos
37,NACIONALITAT_INI,167,Kiribati,Kiribati,Kiribati
37,NACIONALITAT_INI,168,Jamaica,Jamaica,Jamaica
37,NACIONALITAT_INI,169,Mònaco,Mónaco,Monaco
37,NACIONALITAT_INI,170,Kuwait,Kuwait,Kuwait
37,NACIONALITAT_INI,171,Tonga,Tonga,Tonga
37,NACIONALITAT_INI,172,Illes Salomó,Islas Salomón,Solomon Islands
37,NACIONALITAT_INI,174,Liechtenstein,Liechtenstein,Liechtenstein
37,NACIONALITAT_INI,175,Grenada,Granada,Grenada
37,NACIONALITAT_INI,176,Eritrea,Eritrea,Eritrea
37,NACIONALITAT_INI,177,Puerto Rico,Puerto Rico,Puerto Rico
37,NACIONALITAT_INI,178,Surinam,Surinam,Suriname
37,NACIONALITAT_INI,180,Trinidad i Tobago,Trinidad y Tobago,Trinidad and Tobago
37,NACIONALITAT_INI,999,No consta,No consta,Not available
38,NACIONALITAT_DEST,1,Espanya,España,Spain
38,NACIONALITAT_DEST,2,Itàlia,Italia,Italy
38,NACIONALITAT_DEST,3,França,Francia,France
38,NACIONALITAT_DEST,4,Portugal,Portugal,Portugal
38,NACIONALITAT_DEST,5,Alemanya,Alemania,Germany
38,NACIONALITAT_DEST,6,Perú,Perú,Peru
38,NACIONALITAT_DEST,7,Regne Unit,Reino Unido,United Kingdom
38,NACIONALITAT_DEST,8,"Marroc, el",Marruecos,Morocco
38,NACIONALITAT_DEST,9,República Dominicana,República Dominicana,Dominican Republic
38,NACIONALITAT_DEST,10,Argentina,Argentina,Argentina
38,NACIONALITAT_DEST,11,Colòmbia,Colombia,Colombia
38,NACIONALITAT_DEST,12,Equador,Ecuador,Ecuador
38,NACIONALITAT_DEST,13,Filipines,Filipinas,Philippines
38,NACIONALITAT_DEST,14,Sèrbia,Serbia,Serbia
38,NACIONALITAT_DEST,15,Polònia,Polonia,Poland
38,NACIONALITAT_DEST,16,Romania,Rumanía,Romania
38,NACIONALITAT_DEST,17,"Estats Units, els","Estados Unidos, Los",United States
38,NACIONALITAT_DEST,18,Xina,China,China
38,NACIONALITAT_DEST,19,Irlanda,Irlanda,Ireland
38,NACIONALITAT_DEST,20,Pakistan,Pakistán,Pakistan
38,NACIONALITAT_DEST,22,Veneçuela,Venezuela,Venezuela
38,NACIONALITAT_DEST,23,Rússia,Rusia,Russia
38,NACIONALITAT_DEST,25,Països Baixos,Países Bajos,Netherlands
38,NACIONALITAT_DEST,26,Bolívia,Bolivia,Bolivia
38,NACIONALITAT_DEST,27,Brasil,Brasil,Brazil
38,NACIONALITAT_DEST,28,Xile,Chile,Chile
38,NACIONALITAT_DEST,29,Bèlgica,Bélgica,Belgium
38,NACIONALITAT_DEST,30,Suïssa,Suiza,Switzerland
38,NACIONALITAT_DEST,31,Suècia,Suecia,Sweden
38,NACIONALITAT_DEST,32,Mèxic,México,Mexico
38,NACIONALITAT_DEST,33,Índia,India,India
38,NACIONALITAT_DEST,34,Algèria,Argelia,Algeria
38,NACIONALITAT_DEST,35,Ucraïna,Ucrania,Ukraine
38,NACIONALITAT_DEST,36,Uruguai,Uruguay,Uruguay
38,NACIONALITAT_DEST,37,Cuba,Cuba,Cuba
38,NACIONALITAT_DEST,38,Hondures,Honduras,Honduras
38,NACIONALITAT_DEST,39,Guinea Equatorial,Guinea Ecuatorial,Equatorial Guinea
38,NACIONALITAT_DEST,40,Corea del Sud,Corea,South Korea
38,NACIONALITAT_DEST,41,Croàcia,Croacia,Croatia
38,NACIONALITAT_DEST,42,Bangladesh,Bangladesh,Bangladesh
38,NACIONALITAT_DEST,43,Grècia,Grecia,Greece
38,NACIONALITAT_DEST,44,Guinea,Guinea,Guinea
38,NACIONALITAT_DEST,45,Àustria,Austria,Austria
38,NACIONALITAT_DEST,46,Andorra,Andorra,Andorra
